"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
NA,5.9,0.28,0.23,36.1,0.035,20,179,0.97677,3.14,1.37,16,1,7,2
NA,7.2,0.22,0.41,25,0.222,29,93,0.9927,4.07,1.66,8.3,0,8,1
NA,8.6,0.45,0.5,44.9,0.057,24,31,0.98862,2.94,0.38,13.4,0,8,3
NA,7.4,0.22,0.33,2,0.042,36,211,0.95462,3,0.55,11.4,1,8,3
NA,9.5,0.32,1.19,2.7,0.018,109,516,0.99067,3.67,2.5,11.7,-1,6,2
NA,7.7,0.39,0.34,4.7,0.056,331,119,0.97866,3.12,1.57,10.2,1,8,1
NA,13.9,0.23,0.84,24.4,0.037,181,141,1.04695,3.09,0.32,13.7,0,10,1
NA,0.1,0.31,0.36,4.8,0.071,245,142,0.9925,3.01,0.38,15,0,9,0
NA,5.8,0.34,0.37,1.8,0.383,70,170,0.99035,3.38,1.59,11.8,0,6,4
NA,6.3,1.13,0.25,59.8,0.032,21,124,0.99362,3.06,0.38,9.9,0,7,4
NA,6.1,1.32,0.3,1.2,0.132,36,189,0.991,4.24,0.56,16.8,-1,7,1
NA,7.2,0.58,0.27,5.8,0.032,40,141,1.01089,3.17,0.53,12.8,0,8,3
NA,17,0.2,1.27,1.4,0.045,21,318,0.98363,3.91,0.46,10,0,8,4
NA,7.1,0.28,0.48,37.2,0.84,48,184,1.04097,3.9,0.43,9.4,0,8,2
NA,3.1,0.42,0.21,3,0.092,33,142,0.99823,4.19,2.21,4.9,1,9,1
NA,0,0.23,0.73,4.1,0.074,27,85,0.99706,5.42,0.63,3.7,1,8,2
NA,7.2,0.24,1.83,13.9,0.137,52,106,0.99269,3.69,0.77,10.8,0,8,0
NA,14.7,0.26,0.4,1.1,0.042,9,60,0.97693,2.34,2.25,7.6,0,8,2
NA,18.5,1.1,0.24,31.6,0.484,56,171,0.94961,4.21,1.02,9.8,1,7,2
NA,1.1,0.665,0.04,56.8,0.031,48,71,1.00808,3.94,0.32,15.9,0,7,2
NA,7,0.3,2.37,8.7,0.045,35,222,1.02857,4.13,0.54,10.7,1,7,3
NA,6.9,0.3,0.42,29.7,0.048,10,147,0.99059,3.04,0.46,11.6,-2,8,0
NA,6.8,0.19,0.4,8.8,0.045,40,192,0.99332,3.12,0.44,10.7,0,7,3
NA,6.4,0.32,0.26,131.6,0.239,53,130,1.01666,2.49,0.5,16,1,7,3
NA,7.5,0.25,0.23,27.2,0.054,28,278,1.02535,3.18,0.54,6.6,1,8,1
NA,6.1,0.9,1,60.1,0.046,39,151,0.9984,2.87,2.04,10.6,1,7,3
NA,5.2,0.325,0.16,2,0.048,13,49,0.9962,3.38,0.57,9.7,-1,9,0
NA,4.2,0.215,0.23,96,0.053,83,112,0.99688,3.46,0.09,5.1,0,5,0
NA,12.8,0.92,1.39,4.2,0.627,47,123,0.98898,2.81,0.68,13.1,0,7,2
NA,7,0.43,0.47,4,0.068,171,220,0.96654,3,0.45,10.9,1,8,3
NA,14.2,0.58,0.01,12.6,0.404,161,18,0.99568,4.29,0.41,10.5,0,8,0
NA,7.7,0.23,0.08,2.5,0.428,14,46,0.96815,2.9,0.66,10.6,0,8,2
NA,21.4,0.26,1.37,2.6,0.384,29,129,0.9902,3.2,0.72,11.5,0,6,1
NA,7,0.32,0.52,18.3,0.047,31,60,0.9918,3.07,0.64,6.8,1,8,3
NA,17.1,0.1,0.23,4.9,0.055,29,271,0.91918,3.92,0.42,11.8,0,8,1
NA,16,0.49,0.05,9,0.047,136,113,0.99188,2.61,1.45,16.7,-1,7,1
NA,7.6,0.18,0.49,11.05,0.334,36,335,0.9996,3.06,0.33,14.5,0,8,1
NA,6.3,1.75,0.2,35.2,0.31,48,143,1.00957,3.17,0.51,11.7,0,7,2
NA,6.3,0.42,0.25,6.5,0.067,52,329,0.99694,2.55,0.51,10.6,-1,10,0
NA,5.9,0.59,1.1,15,0.091,9,14,0.99488,4.64,1.68,9.9,0,8,1
NA,5.8,1.46,0.25,8,0.186,265,177,0.9961,3.22,0.57,15,0,7,2
NA,6.1,0.6,3.11,59.3,0.071,14,45,0.97776,3.28,2.98,11,0,7,0
NA,11.5,0.37,0.19,13.5,0.068,93,474,0.9934,3.03,1.08,9.7,0,7,1
NA,8.3,0.14,0.25,0.7,0.039,216,89,0.9919,2.51,0.43,10.4,2,5,2
NA,6,1.68,0.6,2.6,0.037,134,389,0.99384,3.44,0.49,3.5,1,9,0
NA,7.3,0.32,0.33,12.8,0.04,50,195,1,3.06,0.44,9.1,-2,8,2
NA,7.2,0.16,1.15,6.7,0.395,54,775,0.95588,3.06,2,6.4,-2,6,0
NA,6.1,0.11,0.16,1.3,0.209,167,126,0.99353,2.25,2.03,8.3,1,7,3
NA,14.1,0.37,0.41,2.3,0.057,21,285,1.01234,3.42,0.8,13.7,0,12,0
NA,10.3,0.28,0.1,22.7,0.042,14,142,0.9922,3.34,1.78,16.7,1,10,1
NA,3.3,0.33,1.52,17.9,0.066,328,161,0.99592,3,0.51,8.8,1,7,2
NA,5.9,0.54,1.5,0.8,0.032,12,132,1.07905,3.45,0.36,8.8,0,6,1
NA,6.3,1.37,0.24,53.1,0.039,25,107,0.99511,3.38,0.89,14.4,1,7,4
NA,15.6,0.21,0.33,13.1,0.198,28,236,0.9743,3.39,0.91,3.8,1,7,1
NA,21.1,0.47,1.56,18.4,0.283,199,509,1.06195,3.86,1.87,13.4,-1,10,0
NA,7.1,0.31,0.34,11.2,0.081,45,157,0.99663,4.1,0.6,12.3,1,8,1
NA,6.3,0.32,0.36,20.05,0.112,12,142,0.9389,3.3,1.81,13.2,0,7,3
NA,1.5,0.12,0.69,54,0.038,122,170,0.99164,3.25,2.15,13.7,-1,6,1
NA,18.1,0.02,1.49,5,1.01,12,297,1.00512,3.08,0.46,8,1,8,3
NA,7.8,1.15,0.29,2.25,0.046,8,210,0.9937,3.19,0.62,16.2,2,7,3
NA,10,0.69,1.49,12.1,0.084,26,24,0.96903,2.88,1.16,15.8,-1,11,0
NA,6.2,0.2,0.3,10,0.046,38,356,0.96951,3.34,0.5,5,1,6,3
NA,5.6,0.19,0.87,35.3,0.033,4,261,0.96898,2.97,0.51,11.2,0,6,1
NA,6,0.32,0.44,33,0.557,267,189,1.00031,5.77,0.55,12.1,0,7,2
NA,8.7,0.69,0.31,2.1,0.478,23,114,1.02928,3.71,0.74,13.3,0,10,0
NA,2,0.47,1.31,8.9,0.18,199,172,1.01584,3.22,1.46,10.2,-1,8,0
NA,11.8,0.42,0.34,134.2,0.503,42,215,0.9971,3.47,2.31,4.7,-1,8,1
NA,10.5,1.19,0.96,8.2,0.055,162,304,0.99542,3.23,0.48,9.5,1,7,1
NA,6,0.56,1.64,9.1,0.135,35,127,0.99326,2.97,0.3,10,1,7,3
NA,18.6,0.2,0.44,2.5,0.057,30,130,0.94691,3.11,0.58,10,1,8,3
NA,7.4,0.15,0.77,13.65,0.048,257,204,0.99784,3,0.6,7.1,0,8,2
NA,27.8,1.04,0,5.7,0.132,34,103,0.9976,3.62,0.68,9.6,-1,8,2
NA,10.6,1.025,0.43,2.8,0.618,101,82,0.9784,3.06,1.46,6.3,0,12,1
NA,7.7,0.18,0.35,5.8,0.055,39,414,0.99576,3.24,0.54,9.7,1,8,3
NA,5.9,0.37,1.01,10.9,0.033,43,507,0.98113,3.36,0.56,12,0,7,2
NA,6.1,1.04,0.28,4.5,0.48,46,150,1.01904,3.43,1.06,8.1,0,7,1
NA,6.7,0.25,0.23,16.8,0.047,20,77,1.02693,3.32,0.52,6.3,-1,6,0
NA,10.6,0.94,1.75,2.3,0.174,6,20,0.99676,3.14,0.72,17.8,0,12,1
NA,17.2,0.21,0.27,18.15,0.046,91,158,0.9303,3.29,0.44,6.8,0,7,2
NA,6.8,0.24,0.33,12.3,0.049,68,216,0.99324,3.1,1.91,7.7,0,7,0
NA,1.9,0.26,0.41,13.6,0.05,32,278,0.9921,2.14,0.5,15.3,1,8,1
NA,13.9,0.72,0.3,4.7,0.041,40,148,0.9932,3.16,1.6,10.2,0,7,2
NA,6.5,0.22,0.4,6.9,0.046,30,133,1.04479,3.72,0.49,10.6,-1,7,2
NA,8.9,1.63,0.5,39.9,0.067,25,57,0.99557,3.24,1.36,10,0,10,1
NA,7.2,0.32,0.4,10.8,0.038,45,148,1.02723,3.2,0.83,12.5,-1,8,1
NA,6.8,0.48,0.96,3.4,0.035,37,477,0.97064,2.39,0.47,1,0,7,3
NA,10.4,2.66,0.5,2.7,0.122,4,194,1.0006,4.03,0.7,19,1,12,0
NA,6.8,1.05,0.41,19.9,0.286,59,143,0.99693,3.2,0.4,11.8,0,7,1
NA,9,0.26,0.34,6.7,0.029,311,249,0.99497,2.71,0.5,10,1,10,1
NA,6.5,0.37,0.38,71.6,0.027,65,237,0.98926,3.24,0.48,10.1,1,7,3
NA,8.7,1.165,0.49,13,0.086,44,214,0.96844,3.71,0.5,9.7,-1,8,1
NA,5.5,0.66,0.22,67.9,0.424,10,202,1.02752,3.46,0.44,5.9,-1,6,1
NA,6,0.27,0.29,3.6,0.035,167,133,0.99215,3.6,1.76,10.8,1,7,3
NA,16.2,0.24,0.77,14.2,0.192,34,212.5,0.999,3.14,3.73,3.6,0,8,3
NA,10.3,0.36,0.47,1.3,0.039,241,123,0.9959,2.9,0.64,3.1,-1,10,0
NA,6.4,0.69,0.31,4.9,0.055,7,12,0.99162,3.47,0.53,12.9,0,7,0
NA,7.5,0.27,1.32,20.15,0.06,30,22,0.9732,1.32,0.41,10,1,8,1
NA,6.5,1.43,0.25,10.4,0.238,15,110,1.01942,3.15,0.42,9.2,-2,7,2
NA,11.6,0.41,0.54,39.7,0.057,22,325,0.96011,3.32,0.76,6.9,-1,13,0
NA,2.9,0.21,0.29,59.4,0.047,60,189,1.00344,2.84,0.98,10.1,0,6,1
NA,6.9,0.33,0.3,29.7,0.056,35,147,1.0133,3.24,0.56,13.4,-1,7,2
NA,6.7,0.17,0.36,5.9,0.032,39,423,0.99337,2.73,0.52,10.5,0,7,0
NA,8.9,0.66,1.04,5,0.04,18,161,1.01741,3.06,0.48,10.6,0,8,3
NA,6.5,0.18,0.41,14.2,0.039,51,129,0.89474,3.28,0.58,10.3,-1,7,2
NA,7.7,0.91,0.45,11.3,0.1,52,205,1.01743,2.62,0.52,11.3,-1,7,0
NA,14.3,1.24,0.58,2.5,0.042,160,238,0.9978,4.06,0.37,11,0,11,1
NA,6,0.26,2.05,2.2,0.048,31,171,0.88975,2.52,0.61,4.2,-1,7,0
NA,0.2,0.41,0.26,34.9,0.597,19,88,1.01168,3.25,0.38,10.4,0,8,1
NA,13,0.26,0.33,4.6,0.027,29,92,0.99085,3.15,0.64,9.5,1,8,2
NA,15.7,0.31,0.34,61.8,0.037,45,463,1.00997,3.95,0.51,13.2,0,7,3
NA,2.2,0.9,0.57,52.5,0.03,33,67,0.98924,3.21,0.48,17.9,1,7,3
NA,4.9,0.25,0.41,46.5,0.043,126,497,0.96821,3.15,1.46,10.2,-1,7,1
NA,6.8,0.67,0.26,8.7,0.418,302,193,0.9984,3.08,0.67,9.3,-1,8,0
NA,7,0.25,1.31,57.2,0.036,25,94,1.02959,4.57,1.4,9.2,1,7,0
NA,10,0.75,0.55,14.75,0.402,44,85,0.95296,2.93,0.47,15.4,-1,8,1
NA,8.4,0.06,0.32,42.6,0.052,284,118,0.99657,3.18,0.6,7.9,1,7,0
NA,16.9,0.52,0.35,6.7,0.039,202,152,1.00013,1.68,0.81,15.1,1,9,2
NA,18.5,0.75,0.01,58.1,0.657,119,228,0.9955,3.55,2.12,12.8,0,7,2
NA,11.7,0.35,0.48,24.3,0.25,52,44,0.99534,4.21,0.2,13,-1,8,1
NA,5.6,0.3,0.04,64.2,0.551,32,134,0.9906,3.28,0.59,12.7,0,6,2
NA,7.8,0.15,1.18,38.4,0.518,204,93,0.96408,1.94,0.72,11.3,1,8,0
NA,6.2,0.36,1.24,8.8,0.308,28,192,0.99711,3.31,0.56,9.5,0,7,3
NA,13,0.23,0.25,17.3,0.182,30,110,0.99828,2.82,1,9.2,0,7,0
NA,8.2,0.17,1.07,7.1,0.04,41,92,1.04165,2.26,0.6,9.7,-1,9,2
NA,6.6,0.34,0.27,29.2,0.059,23,136,0.9957,3.59,1.14,5.4,0,7,1
NA,8.2,1.1,0.09,3.5,0.047,7,37,0.99685,3.32,0.55,12.2,-1,9,1
NA,7.4,0.26,0.31,7.35,0.034,37,485,0.9938,2.27,0.31,15,0,9,2
NA,6.9,0.58,1.94,43.8,0.493,121,104,0.99317,2.99,0.39,9.5,-1,8,0
NA,9.9,0.35,0.55,9.1,0.083,11,188,0.9982,3.21,0.5,10,-1,11,1
NA,11,1.7,0.3,8.4,0.051,40,250,0.98562,4.26,0.62,9.7,-2,8,1
NA,7.3,1.02,0.42,15.8,0.302,183,167,0.95975,3.13,0.51,9.2,0,7,2
NA,5.3,0.85,0.29,6.9,0.423,36,55,0.9908,2.91,0.32,14.8,0,9,1
NA,6.6,0.44,0.32,7.5,0.239,13,152,1.07328,3.1,0.63,18.9,1,7,4
NA,9.3,0.26,3.06,45.5,0.068,109,405,0.9924,3.31,1.43,9.8,-2,7,1
NA,7.3,0.58,0.4,23.8,0.046,45,518,0.99583,3.23,0.92,13.7,-1,7,1
NA,2.9,1.46,0.37,32.9,0.123,73,109,0.98964,3.21,0.59,12.4,1,7,3
NA,2.5,0.51,0.55,14,0.053,303,335,0.97421,2.93,0.44,11.8,1,8,3
NA,7,0.61,0.51,1.7,0.051,78,473,0.9946,3.24,1.04,4.4,0,8,2
NA,5.9,0.18,1.91,7.9,0.06,119,168,0.99159,2.43,0.38,9.8,0,6,0
NA,14.5,0.31,0.42,6.9,0.671,50,481,0.99551,3.1,0.46,9,1,8,2
NA,5,0.22,0.36,5,0.423,91,185,0.9933,3.03,0.41,14.9,-1,9,1
NA,2.6,0.54,0.28,7.5,0.077,11,160,0.9978,2.46,0.61,10,1,9,2
NA,5.1,0.31,3.14,44.1,0.428,15,87,0.99152,3.11,0.48,13,0,8,1
NA,6.9,0.82,0.52,5,0.076,52,497,0.9657,3.55,0.55,9.6,0,8,3
NA,6.3,0.24,0.3,18.2,0.047,36,336,0.98015,3.26,0.5,10.4,2,6,3
NA,13.6,0.79,0.29,1.5,0.262,154,308,1.02909,4.28,2.17,15.8,-1,6,0
NA,6.4,0.55,0.32,12.3,0.047,6,150,1.01733,4.03,0.6,9.2,0,7,0
NA,5.5,0.48,0.28,61.4,0.039,31,126,1.02659,2.46,0.38,16.2,1,7,4
NA,7.1,0.44,0.27,28.4,0.007,252,223,0.99257,3.78,0.36,16.8,0,8,2
NA,20.7,1.11,0.74,12.5,0.037,37,117,1.01617,3.04,0.97,14.5,0,8,2
NA,9.5,0.13,0.34,5.4,0.036,15,118,0.9954,3.27,0.34,9.6,1,9,4
NA,16.3,0.26,0.44,11.8,0.041,258,198,0.98978,2.22,2.18,7.5,-1,8,1
NA,5.1,0.06,0.25,11.6,0.243,40,78,1.02412,4.04,0.64,2.5,0,6,0
NA,7.5,0.33,0.36,2.6,0.25,32,45,0.99097,3.32,0.53,12.7,0,8,1
NA,6.9,0.88,0.39,18.3,0.042,36,450,0.94333,2.14,0.69,2.8,0,7,2
NA,5.7,1.54,0.34,6.3,0.043,28,113,0.9936,3.06,2.02,6.3,0,6,3
NA,6.5,0.47,0.41,72.3,0.049,200,165,1.04822,5,0.72,8.3,0,7,1
NA,6,0.28,1.24,3.6,0.083,36,133,0.94806,3.27,1.19,10.8,-1,7,1
NA,3,0.28,0.3,35.9,0.135,247,105,0.98963,2.78,0.58,12.75,0,6,2
NA,7.7,0.27,1.3,8.2,0.18,341,179,1.01141,3.48,0.55,8.9,-1,9,1
NA,0.8,2.035,0.06,6.3,0.045,14,107,1.00563,4.31,0.54,15.8,0,7,0
NA,16.7,0.23,0.29,2.6,0.111,64,98,1.02264,1.85,3.55,16.8,0,8,1
NA,8,1.12,0.41,1.3,0.102,257,133,0.99002,2.35,0.45,12.4,-2,9,1
NA,0.5,2.02,0.74,38.7,0.207,61,182,0.9953,2.97,1.73,10.5,1,8,1
NA,0.5,0.2,0.34,15.6,0.049,26,136,0.9922,2.07,1.88,7.2,-1,8,2
NA,9.8,0.14,0.81,9.4,0.454,75,189,0.98962,3.08,0.49,4.7,-1,7,1
NA,11.3,0.36,0.9,2.4,0.123,73,109,1.02078,3.14,0.51,14,1,12,3
NA,20.8,0.34,0.44,34.7,0.03,47,126,0.99124,2.96,0.37,18.8,0,9,2
NA,6.2,0.21,0.26,9.25,0.539,191,311,0.9945,3.05,0.37,11.4,0,9,1
NA,8.6,0.22,1.01,12.05,0.058,18,125,1.01076,4.3,0.53,9.4,0,7,2
NA,7.1,0.27,0.67,2,0.598,152,128,0.9917,3.19,0.47,15.8,-2,8,1
NA,1.9,2.765,0.31,1.5,0.502,6,172,0.99113,3.4,0.59,17,0,8,0
NA,7,2.09,0.08,1.4,0.132,10,149,0.96855,2.52,0.47,10,-1,8,1
NA,26.3,0.31,1.3,28.5,0.545,83,182,0.99795,2.95,0.39,13.4,2,9,4
NA,6.9,0.34,0.22,1.9,0.216,19,149,0.9925,3.54,1.88,10.8,-1,7,0
NA,15.2,0.64,1.11,7.9,0.44,57,157,0.94485,3.16,1.76,11.3,1,5,3
NA,8.1,0.2,0.28,23.5,0.044,57,31,0.99062,3.25,0.36,5.7,0,9,2
NA,6.3,0.23,0.87,26.8,0.427,176,482,1.03666,4.36,1.95,11.4,1,7,4
NA,8.9,0.325,0.49,60.9,0.049,53,217,0.996,3.16,0.4,7,-1,7,2
NA,5.7,0.1,0.34,26.3,0.135,251,100,0.99689,3.27,0.46,9.5,0,6,2
NA,6.2,0.35,0.3,18.1,0.069,33,158,0.96028,4.34,0.5,8.8,0,7,2
NA,11.7,1.2,1.74,11.7,0.09,20,47,0.99734,3.34,0.64,12.8,-1,12,0
NA,7.2,0.16,0.74,12.5,0.038,47,161,0.9981,3.04,0.44,8.7,0,8,0
NA,13.3,0.76,1.37,18.15,0.785,41,91,0.89928,3.3,0.76,8.7,-2,7,1
NA,17.6,0.425,1.49,13.1,0.056,118.5,241,1.04149,3.88,1.33,2.9,0,7,1
NA,0.2,1.54,1.25,12.4,0.114,234,155,0.90324,3.33,0.48,13.7,0,7,3
NA,7.8,0.25,0.41,3.7,0.042,43,371,0.9954,3.36,0.56,8,0,8,2
NA,6.9,0.29,0.89,70.35,0.003,257,189,0.99784,2.8,0.66,11.7,0,8,1
NA,7.3,1.1,0.42,54.4,0.053,288,325,0.9996,3.29,1.57,12,2,8,4
NA,6.7,1.05,0.39,70.1,0.048,64,40,0.99562,3.89,0.38,9.4,0,7,3
NA,7.9,0.785,0.37,2.3,0.474,63,86,0.92984,3.53,0.57,14.9,1,8,0
NA,15.5,0.29,0.56,2,0.056,20,124,0.9948,3.6,0.49,4,-1,8,0
NA,7,0.69,0.07,19,0.091,15,189,0.99572,3.38,0.63,4.9,0,8,0
NA,7,0.6,0.39,14.9,0.447,28,160,0.9954,2.49,0.46,9.8,1,8,2
NA,8.2,0.23,0.41,1.3,0.06,267,141,0.99141,2.99,0.36,9,0,9,2
NA,30.4,0.2,0.37,16.95,0.048,32,190,0.9995,3.7,0.42,6.7,-1,8,0
NA,7.3,0.4,1.73,7.5,0.069,47,140,0.94199,4.53,0.51,10.2,1,7,2
NA,7.3,0.19,0.44,124.8,0.057,617,51,0.99807,2.94,0.66,6.7,0,8,2
NA,5.7,1.25,0.28,4.7,0.027,40,124,0.98948,3.33,0.45,12.5,0,6,4
NA,5.5,0.36,0.09,40.5,0.15,18,370,1.00358,4.2,0.51,5,-1,6,2
NA,6.8,0.22,0.44,61.7,0.055,41,422,0.94593,3.45,1.46,6,0,8,3
NA,6.4,0.15,1.15,3.85,0.047,31,149,1.03165,3.54,0.51,10.3,-1,7,3
NA,6.5,0.33,0.38,6.1,0.036,110,88,1.01111,3.25,0.69,15,1,7,4
NA,7.1,0.42,0.38,40.4,0.043,34,337,1.01429,3.23,0.38,8.5,0,10,0
NA,27.1,3.18,0.78,6.4,0.094,46,200,0.99805,3.19,0.79,11.2,-1,7,2
NA,8.2,0.79,0.51,1.8,0.073,16,47,0.99594,3.4,1.61,11.3,0,9,4
NA,0.4,1.93,1.03,1.9,0.448,86,38,0.99518,2.91,0.85,9.8,0,9,0
NA,6.1,0.44,0.24,1.5,0.511,38,124,1.00477,3.94,0.42,12.4,-1,7,3
NA,7.7,0.55,0.3,24.4,0.407,25,160,0.9951,2.97,0.47,10.9,1,8,1
NA,6.5,1.08,0.24,16,0.426,25,131,0.99565,1.96,0.51,8.4,1,7,3
NA,7.2,0.21,0.36,14.5,0.103,306,311,0.9982,3.05,0.44,8.9,-1,8,0
NA,6.5,0.23,0.29,1.6,0.043,24,415,1.03506,3.12,0.9,10.4,0,8,3
NA,6.8,0.52,0.74,68,0.088,23,185,0.9928,4.39,0.59,12.2,0,8,2
NA,6.2,1.4,0.61,1,0.031,22,349,1.01801,3.24,1.55,17.3,1,7,2
NA,8,0.67,0.57,1.9,0.1,5,369,1.01598,3.37,0.8,13.8,0,9,0
NA,6.9,0.07,0.38,8.1,0.112,44,295,0.9958,3.26,0.49,9.8,0,7,2
NA,8.1,0.235,1.84,11.75,0.03,31,118,1.02852,3.04,0.9,9.4,0,6,1
NA,6.8,0.14,0.35,1.5,0.24,233,151,0.99111,1.93,0.48,6.6,-1,7,1
NA,6.3,0.25,0.3,6.9,0.102,39,122,0.994,3.31,0.61,11.8,0,8,4
NA,10.6,0.705,0.72,35.3,0.417,31,63,0.9964,3,1.59,9.5,1,8,0
NA,7.2,0.12,1.21,0.1,0.398,27,187,1.04149,3.29,0.41,13.5,0,7,1
NA,7,0.13,0.54,16.8,0.056,54,319,1.00696,4.73,0.53,4.2,0,7,1
NA,1.2,0.7,0.29,5,0.028,129,461,0.99076,2.39,0.88,15.3,-1,6,1
NA,7.6,0.25,0.44,41.9,0.04,545,107,0.9916,3.16,1.15,4.3,0,8,3
NA,6.5,0.93,0.33,29.3,0.042,50,162,0.99695,2.48,1.27,10.4,0,7,0
NA,6.5,0.18,0.28,8.6,0.24,43,464,1.02824,3.32,0.59,17.8,0,7,3
NA,8.9,0.57,0.26,1.9,0.042,93,89,0.9959,2.27,0.48,10.8,0,9,1
NA,6.2,0.17,0.29,13.7,0.047,45,220,0.96967,3.35,2.22,10,0,7,2
NA,7.8,0.645,1.41,5.5,0.086,6,30,0.98083,2.54,0.94,7,0,8,2
NA,8.9,0.69,0.98,40.4,0.629,29,142,1.00886,4.19,0.33,10,0,7,1
NA,14.9,0.29,1.53,2.1,0.063,131,143,0.9944,3.17,0.33,10.2,2,8,1
NA,8.6,0.23,0.41,19.7,0.302,17,48,1.04258,4.43,0.53,9.7,2,9,4
NA,15.5,0.3,1.13,3.6,0.052,49,159,0.97125,3.11,0.48,4.2,1,7,1
NA,13.1,0.2,0.24,66.8,0.079,31,465,1.00907,4,0.33,11,1,7,0
NA,1.4,0.2,0.32,1.6,0.11,174,204,1.01384,3.37,0.38,13.2,1,8,2
NA,7.9,1.29,1.85,7.9,0.033,35,100,0.99117,0.96,0.52,7.7,1,9,4
NA,6.9,0.23,1.48,15.5,0.001,30,146,0.9944,2.94,0.9,9.7,0,7,1
NA,0.8,0.66,1.86,22.4,0.046,48,173,0.99455,3.38,1.8,1.3,-1,7,1
NA,8.7,0.23,3.35,13.4,0.044,35,73,0.99975,3.34,0.47,8.8,0,9,1
NA,10.5,1.43,0.49,2.7,0.115,297,118,0.98346,3.34,1.3,13.1,0,6,3
NA,6.8,0.26,1.4,18,0.074,38,64,0.9939,3.42,1.2,10,0,7,0
NA,0.7,1.66,0.34,1.8,0.055,53,110,0.9796,2.12,0.44,6.2,0,8,1
NA,7.4,0.27,1.08,27.4,0.415,25,324,1.00513,2.97,0.51,11.9,0,8,3
NA,9.9,0.42,0.37,7.9,0.025,110,145,1.03211,2.93,0.37,19.4,0,9,1
NA,6.3,0.34,0.28,6.2,0.042,81,227,0.95046,3.29,0.44,9.9,0,7,2
NA,7.7,0.81,0.36,67.2,0.909,262,124,0.997,1.58,0.59,13.7,1,8,3
NA,5.4,0.37,0.76,4.2,0.05,243,368,1.0004,2.19,0.76,11.8,0,13,2
NA,13.7,0.26,0.37,18.7,0.034,39,134,0.9949,3.33,0.03,7.3,1,7,2
NA,6.7,0.305,0.9,1.75,0.173,17,324,1.00612,2.22,1.63,17.23333333,1,6,1
NA,4.7,1.34,0.36,14.6,0.048,35,269,0.9968,3.14,1.55,17.1,0,8,2
NA,6.8,0.11,0.49,57.9,0.315,252,104,0.99454,3.2,0.37,11.3,-1,7,1
NA,9,0.24,1.05,2.1,0.513,19,76,0.99001,2.62,0.66,12.1,0,10,2
NA,12.8,0.26,1.53,13.3,0.044,68,224,0.97179,3.18,3.89,9.5,-1,8,1
NA,7.3,0.38,0.23,7.5,0.112,18,149,0.99304,3.1,0.67,11.2,1,8,2
NA,6.6,0.48,0.65,2.6,0.087,13,35,1.00913,4.18,0.65,11,0,13,0
NA,8.7,1.33,0.34,45.8,0.018,52,372,0.99474,3.12,0.49,10.4,-1,9,3
NA,5.7,0.26,0.64,94.1,0.106,42,155,0.9927,2,0.45,16,0,7,2
NA,6.6,0.19,0.39,62,0.081,177,63,0.99171,3.16,0.38,10.5,0,8,0
NA,21.3,1.335,0.06,49,0.403,9,153,1.0217,3.03,0.58,10.2,2,6,3
NA,11.1,0.18,0.71,9.8,0.039,29,113,1.01384,3.11,0.45,10.9,0,7,1
NA,18.7,0.31,0.51,2.2,0.19,41,285,1.04545,2.19,0.93,9.8,0,12,0
NA,7,0.77,0.32,19.8,0.042,41,162,1.00696,2.81,0.44,12.9,0,7,0
NA,15,0.51,0.2,64.9,0.034,218,117,1.00473,3.62,0.43,10.1,0,7,3
NA,6.8,0.66,0.98,2.8,0.414,40,122,1.05133,3.06,2.91,10,0,7,2
NA,7.3,0.69,1.32,9.1,0.167,35,104,1.02626,4,0.51,9.2,1,8,2
NA,6,0.81,1.1,1.6,0.397,27,394,0.95206,3.62,0.32,10.7,0,6,1
NA,6.5,0.31,0.56,3.5,0.046,22,147,0.99024,3.15,0.31,6.2,-1,7,0
NA,0.5,1.05,0.42,2.8,0.539,84,137,0.9908,3.27,0.43,11.8,-1,7,1
NA,7.4,0.31,0.4,6.2,0.04,67,208,0.9953,2.92,0.1,6.6,-1,7,2
NA,6.9,0.3,1.85,10.5,0.637,24,189,0.99362,3.29,0.54,9.9,-2,7,2
NA,6.5,0.29,0.52,11.8,0.213,35,192,0.99551,3.16,0.51,13.5,0,7,3
NA,18.4,0.37,1.5,7.1,0.034,22,293,0.96214,3.91,0.31,10.8,0,9,3
NA,18.5,1.13,0.86,2.6,0.08,33,112,1.03607,4.15,1.33,2.2,0,7,2
NA,14.5,0.17,0.15,35,0.029,242,128,1.03021,3.37,0.49,10.7,-2,8,3
NA,7.8,0.15,0.92,1.4,0.056,21,135,0.9692,2.49,0.53,10.4,1,8,3
NA,9.6,0.21,0.38,28.4,0.061,212,33,0.98096,3.73,0.58,17.8,0,9,1
NA,8.1,1.63,1.46,45.3,0.596,50,364,0.997,3.85,2.54,9.8,0,9,2
NA,6.6,0.24,0.3,7.3,0.036,286,351,0.99097,2.71,0.44,5.25,-1,7,1
NA,4.1,0.68,1.51,2.2,0.095,21,471,1.04291,3.25,1.69,9.2,-1,9,1
NA,2.3,0.23,0.35,13.65,0.046,99,186,0.9991,3.22,0.67,4.2,0,8,2
NA,9.8,0.62,1.42,7.9,0.038,15,115,0.96021,4.11,0.75,6.6,0,7,0
