"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
0,6,0.2,1.37,3.7,0.041,279,480,0.99078,2.78,0.56,6.7,"-1",6,"1"
4,6.8,0.27,0.27,7.8,0.048,36,128,0.97267,3.09,0.92,9.5,"0",7,"2"
2,7.6,1.67,0.69,7.8,0.322,21,121,1.03829,3.04,0.49,9.4,"-1",8,"1"
0,7.2,1.125,0.26,1.3,0.503,140,60,1.01696,3.75,0.35,15.7,"0",6,"0"
3,11.7,0.16,1.73,1.9,0.019,15,252,1.06355,2.48,2.17,11.2,"-1",6,"2"
4,6,1.755,1.4,9,0.038,52,63,0.96535,3.36,1.76,6.4,"1",6,"2"
2,7.6,1.59,0.78,6.4,0.043,23,111,0.99236,3.06,1.39,10.5,"-1",8,"1"
2,6.4,0.23,0.37,7.3,0.094,36,77,0.99817,3.21,0.53,9.4,"-1",7,"2"
3,18.9,0.14,0.44,10.7,0.033,54,170,0.998,4.59,0.53,3.5,"0",8,"1"
3,6.2,0.39,0.16,7.75,0.08,11,143,0.9955,3.34,0.49,5.1,"0",7,"1"
3,10,0.46,0.41,9.8,0.178,580,105,0.9905,2.12,0.42,9,"0",7,"2"
3,7.4,0.35,1.14,13.9,0.038,35,114,0.96506,2,1.91,19,"-1",8,"0"
4,7.1,1.27,1.33,69.25,0.274,47,164,1.03313,3.34,0.78,9.1,"0",8,"2"
4,1.7,0.52,1.12,4.4,0.117,142,32,0.99646,3.38,0.63,11.6,"0",7,"3"
2,6.8,0.36,0.27,10.9,0.054,135,714,0.9498,3.3,0.51,2.5,"-1",7,"2"
4,7,0.58,0.84,46.9,0.515,186,136,0.9938,3.3,0.49,9.4,"0",8,"2"
0,4.2,2.055,0.3,2.5,0.079,35,151,0.97799,3.53,0.57,5.3,"-1",8,"0"
6,6.7,1.77,0.26,7.9,0.086,147,59,0.99192,2.99,1.28,5.8,"1",7,"2"
5,7.2,0.31,0.21,8.6,0.07,15,189,1.00561,3.7,0.42,9.9,"1",8,"3"
2,18.7,0.22,0.27,1.5,0.051,18,244,0.9928,2.05,1.38,8.8,"-1",7,"2"
4,7.4,0.39,1.04,7,0.027,236,66,0.97414,2.25,0.08,4.5,"1",8,"2"
3,18.6,0.68,0.86,1.4,0.094,177,192,0.98341,2.4,0.11,11.4,"0",8,"0"
0,7.7,1.55,0.11,3.5,0.203,5,275,0.99135,2.01,1.08,18.1,"0",9,"1"
2,7.3,0.59,0.26,12,0.07,309,121,0.9981,3.37,0.49,9.1,"-1",8,"0"
4,15.2,0.24,0.29,34.5,0.339,18,122,1.02217,4.58,0.42,5,"1",7,"0"
4,12.1,0.14,0.49,5.9,0.053,337,108,0.9954,3.36,1.39,9.4,"0",8,"2"
5,10.8,0.305,0.49,1.1,0.369,40,506,0.95972,3.33,0.56,10.6,"1",6,"3"
5,12.1,0.36,0.34,13.2,0.042,63,123,0.99052,3,2.13,11.4,"1",7,"1"
5,7.2,2.82,0.27,29.9,0.588,175,878,1.03659,4.09,0.78,3.3,"2",8,"2"
3,8.1,0.2,0.28,7.5,0.04,70,230,1.04464,3.94,0.32,3.2,"-1",9,"1"
0,8.1,0.785,0.52,10,0.676,27,496,0.9969,3.21,0.69,9.3,"1",9,"0"
4,2.2,0.27,0.65,11.6,0.032,34,266,0.9963,3.05,0.51,9.8,"0",8,"2"
3,12.8,0.33,0.32,7.6,0.496,38,138,0.93645,2.46,0.42,16.2,"-1",8,"1"
4,6.8,0.24,0.29,37.65,0.042,59,26,0.95877,2.95,0.5,10.6,"0",7,"1"
4,7.6,1.73,0.46,46.2,0.091,8,38,1.01264,3.55,0.5,5.8,"0",8,"3"
5,6.6,0.22,0.36,5.5,0.044,19,105,1.04361,4.01,0.47,5,"1",7,"0"
5,11.8,0.21,0.32,86.1,0.264,179,470,0.98667,2.51,1.15,10,"0",8,"3"
0,13.6,0.06,0.61,1.6,0.088,146,206,1.00318,4.56,0.99,11.3,"-1",8,"0"
3,4.2,0.24,0.61,7.9,0.051,258,149,0.99545,3.35,0.52,6.4,"0",7,"0"
0,10,0.31,0.29,53.3,0.038,18,221,0.9928,3.36,0.63,10.3,"1",7,"0"
0,7.4,0.53,0.99,1.9,0.505,4,12,1.02216,3.26,0.67,10.2,"0",8,"0"
0,7.4,0.69,0.31,68.2,0.304,49,132,0.9944,3.51,1.65,9.6,"1",7,"0"
4,10.6,0.15,2.21,5.9,0.045,75,221,0.9983,3.14,0.4,9.3,"1",7,"3"
2,6.4,0.63,0.21,1.6,0.073,29,32,1.03408,3.58,2.01,9.8,"-1",7,"0"
4,6.8,0.33,0.52,47.3,0.283,379,732,0.99226,3.06,1.23,12.2,"0",7,"1"
4,10.6,0.13,0.38,5.1,0.094,19,156,0.99122,3.36,1.23,14.5,"0",6,"1"
5,0.2,0.3,0.68,64.6,0.169,53,123,0.9406,0.92,0.45,9.2,"1",9,"2"
0,6.1,0.81,0.47,1.4,0.049,24,187,1.03597,3.19,0.54,12.8,"-1",7,"1"
0,9.3,1.785,0.27,2.1,0.796,7,56,0.9984,3.56,0.67,10.6,"-2",10,"0"
3,5.5,0.13,0.39,16.7,0.042,36,310,0.995,3.36,0.85,11.9,"-2",8,"1"
5,6.7,0.22,0.68,3.8,0.043,36,264,0.99064,3.19,0.46,11.7,"0",7,"3"
4,7.2,0.27,0.28,15.2,0.243,213,41,0.99665,2.05,0.48,14.7,"0",8,"0"
5,6.8,0.28,0.58,7.4,0.044,56,270,1.01721,3.22,0.48,9.3,"1",7,"2"
5,6.9,0.46,0.2,0.9,0.309,5,350,1.01844,3.1,0.34,10.4,"1",8,"3"
4,5.3,0.19,1.37,5.9,0.036,304,171,1.00039,3.09,0.38,5,"0",8,"2"
2,3.2,0.94,0.27,11.9,0.171,91,230,0.9972,3,0.37,6.2,"-1",8,"2"
0,13.2,0.45,0.07,31,0.03,93,131,0.9905,3.57,0.28,6.5,"1",7,"0"
0,6.2,0.33,0.04,59.4,0.06,38,108,0.97668,2.27,0.35,9.2,"0",7,"0"
6,6.1,0.28,1.36,10.7,0.03,56,435,0.99042,3.01,0.44,7.7,"0",7,"0"
0,8.6,0.46,0.62,2.6,0.082,6,21,0.9895,2.36,0.81,9.7,"1",14,"1"
4,16.3,0.24,0.3,6.7,0.061,55,149,0.9963,2.67,0.56,9.8,"0",8,"2"
4,2.1,0.22,0.22,16.65,0.435,39,482,0.97568,4.43,1.84,9,"0",6,"1"
0,12.6,1.8,1.32,2,0.168,26,43,0.9593,3.35,0.58,17.7,"0",7,"0"
7,8.8,0.37,0.35,4.8,0.03,50,261,1.01556,3.36,0.6,16.3,"1",7,"4"
4,6,0.34,1.79,5,0.056,54,848,1.03631,3.28,0.52,11,"0",7,"0"
4,6.8,0.26,1,1.5,0.047,479,110,0.95038,3.12,1.19,10.5,"0",7,"2"
4,2.2,0.32,2.47,31.3,0.353,24,140,0.99611,2.54,1.21,6.4,"1",7,"3"
2,6.3,0.27,0.51,9.8,0.334,39,200,0.97582,0.82,0.47,9.8,"0",7,"0"
5,7.3,1.22,0.27,70.9,0.03,32,108,0.99388,3.2,0.36,11.6,"1",7,"0"
0,8.2,1.75,0.29,60.9,0.081,27,217,0.99603,3.74,0.54,4.2,"-2",9,"0"
3,11.1,0.28,0.05,43.5,0.047,42,213,0.95335,3.1,0.58,8.9,"-1",7,"2"
3,6.7,0.31,0.34,9.2,0.181,179,150,0.98196,3.22,0.49,10.9,"0",7,"1"
4,8.5,0.27,0.55,3.9,0.054,28,245,1.04612,2.62,2.05,6.1,"1",8,"1"
4,6.8,0.24,0.82,18.3,0.046,40,155,1.00576,3.3,0.27,8.7,"1",7,"1"
5,8.2,1.5,1.16,1.8,0.047,34,529,1.08106,3.29,1.15,13.4,"1",9,"2"
2,13.2,0.46,1.52,17.3,0.353,250,169,1.00086,3.35,0.74,10.1,"-1",7,"1"
3,14.3,0.4,0.9,15.6,0.164,37,359,1.01753,3.08,0.46,9.9,"-1",7,"2"
3,2.3,0.21,0.78,7.5,0.299,170,503,0.9966,3.34,0.46,11.2,"0",7,"0"
6,10.3,0.31,0.36,37.4,0.035,204,107,0.9891,4.18,0.64,12.1,"1",6,"4"
4,17,0.58,1.86,14.3,0.052,28,554,0.9946,3.33,4.1,5.1,"0",8,"2"
1,7.5,1.47,0.09,1.3,0.184,235,149,0.9948,3.08,0.09,9.5,"-2",9,"2"
2,6.5,1.18,0.31,11.8,0.62,33,157,1.03323,3.8,0.31,12,"-1",8,"3"
4,7.2,0.23,0.29,2.3,0.033,282,102,0.9908,3.33,0.54,6.4,"-1",8,"2"
4,5.7,0.25,0.22,36.8,0.073,50,125,0.99571,3.2,0.13,10.1,"0",6,"2"
0,14.1,1.7,0.1,60.3,0.075,194,13,0.99855,3.96,0.49,9.5,"1",9,"0"
3,5.8,0.4,0.02,29.2,0.047,51,200,1.07757,2.95,0.54,9.6,"-1",7,"1"
4,0,1.47,0.5,11.5,0.045,35,397,0.9944,3.44,0.31,10.4,"0",7,"1"
0,6.4,0.27,0.3,1.6,0.179,19,411,0.99089,3.12,0.53,7.5,"0",7,"1"
2,2,0.68,0.22,29.4,0.133,134,123,0.99675,3.2,0.51,8.5,"-1",7,"2"
5,17.4,0.48,0.93,43.1,0.254,53,154,0.9967,3.05,1.64,9,"2",7,"3"
4,6.9,3.08,0.48,1.8,0.052,145,146,0.94293,2.67,1.97,10,"0",7,"2"
5,10.9,0.22,0.31,7.4,0.296,91,169,1.00758,4.01,0.5,13,"0",8,"3"
0,9.3,0.61,0.39,1.5,0.089,41,133,0.95522,4.16,1.02,10,"-1",10,"0"
5,7.9,0.22,0.33,10,0.05,53,565,0.99612,3.07,2.07,15.7,"1",8,"3"
3,6.4,0.75,0.44,3.6,0.043,76,247,0.99551,3.18,0.48,13.3,"0",7,"1"
3,8.6,1.06,0.29,10.4,0.643,16,109,0.98873,2.17,1.2,10.8,"0",9,"1"
7,7.1,0.2,0.35,14.4,0.06,35,209,0.9986,3.07,0.53,5.6,"2",8,"3"
2,12.2,0.23,0.24,2.1,0.027,41,281,0.99054,2.37,1.98,17.7,"-2",7,"1"
0,7.2,1.07,0.44,9,0.071,18,68,0.9992,4.4,0.63,9.5,"-1",11,"0"
4,6.3,1.29,0.22,1.5,0.563,45,478,0.99238,2.68,1.44,10.2,"1",7,"3"
0,15.5,0.98,0.13,1.7,0.043,51,148,0.9916,3.21,0.44,11.5,"0",8,"0"
4,3,0.17,0.17,27.4,0.049,26,378,0.90692,3,0.38,16.9,"0",7,"3"
4,5.8,1.4,1.27,2,0.043,39,207,0.99226,3.22,0.61,7.5,"0",6,"1"
5,16.5,1.27,0.42,6.6,0.493,55,185,0.98599,2.98,0.44,9.6,"0",9,"3"
4,6.6,0.25,0.42,29.6,0.308,48,143,0.9912,3.06,0.52,12.4,"-1",7,"1"
7,14.5,0.83,0.3,52.6,0.042,45,104,0.9911,1.58,0.88,6.4,"2",8,"3"
2,5,0.5,0.14,1.8,0.033,10,23,1.02219,3.53,0.61,11.7,"-1",8,"0"
5,6.5,0.29,0.3,28.65,0.051,29,529,1.00631,3.62,0.25,11.35,"1",7,"2"
0,6.4,0.47,0.95,30.9,0.056,24,111,0.95715,3.56,1.34,10.6,"0",7,"1"
0,7.3,1.57,0.39,1.2,0.26,7,11,0.94193,3.29,1.66,11.5,"0",8,"0"
8,7.7,0.19,0.27,10.2,0.057,512,155,1.04268,2.94,0.41,11,"2",8,"3"
4,9.2,0.28,0.26,10.4,0.063,129,158,0.99203,4.02,0.37,10.6,"1",6,"3"
4,0.3,0.51,0.3,14,0.047,16,81,1.00677,3.23,0.53,18,"-1",8,"4"
5,0.4,0.18,0.08,22.7,0.032,29,86,0.9942,3.41,0.78,11,"0",7,"4"
3,1.5,0.41,0.02,0.9,0.08,32,140,1.02278,3.14,0.52,5.5,"1",7,"2"
3,6.8,0.31,0.47,15.6,0.053,46,144,0.96456,3.29,0.5,4.5,"0",6,"2"
0,6.2,0.42,0.34,1.1,0.03,48,613,1.00296,1.24,0.45,8.3,"-1",7,"1"
4,7,2.66,0.32,9.8,0.047,36,132,1.0084,3.38,0.3,12,"-1",8,"2"
3,7.1,0.4,0.52,1.3,0.148,45,149,0.99709,3.08,0.42,8.7,"0",8,"3"
3,7,0.82,0.33,1.15,0.044,15.5,144,1.02005,2.67,0.44,8,"-1",7,"0"
0,8.9,1.73,0.42,1.8,0.53,10,85,0.99552,3.41,0.76,7,"-1",9,"0"
5,16.8,1.6,0.85,60.3,0.874,43,285,0.94353,3.61,0.43,10.2,"1",7,"2"
6,7.9,3,0.4,8.1,0.046,68,150,0.99494,2.47,0.5,9.5333333333,"2",7,"2"
3,7.4,0.28,0.46,15.4,0.069,148,177,1.0004,3.27,0.91,9,"1",9,"2"
4,5.9,1.08,0.32,3,0.622,220,457,1.02225,3.27,1.27,10.2,"0",7,"1"
3,15.2,0.305,0.22,54.5,0.061,62,115,0.98963,3.08,1.12,10,"0",7,"1"
1,6.9,2.43,0.22,62.6,0.051,233,111,0.97732,2.1,1.42,11.6,"-1",8,"0"
3,7.5,0.41,0.23,28.2,0.919,421,320,0.99928,3,0.49,9.7,"0",8,"2"
3,5.8,1.51,0.38,49.7,0.037,3,132,0.9904,3.28,0.06,9.9,"1",7,"3"
3,7.6,0.49,1.69,1.9,0.074,179,351,0.99706,3.3,1.04,5.6,"0",8,"1"
4,7.4,0.69,0.49,8.9,0.676,20,112,0.9968,3.21,0.55,9.3,"1",9,"2"
0,7,0.24,1.61,53.1,0.04,41,45,1.0034,4.06,0.72,17.6,"-1",8,"0"
3,18.4,0.19,0.33,6.7,0.331,42,127,1.01062,4.58,0.65,12.2,"-1",8,"0"
2,5.5,1.64,0.8,8.6,0.183,21,150,1.03168,3.06,0.46,10.3,"-1",8,"2"
2,3.9,0.16,0.35,1.5,0.062,50,481,0.99076,3.43,1,12,"-2",6,"3"
1,13.2,0.27,0.29,63.3,0.062,6,509,0.99763,2.81,0.54,10.6,"-1",7,"0"
3,8,0.925,0.22,1.6,0.077,71,84,0.98972,3.06,0.57,10.1,"0",12,"2"
4,13.9,0.14,0.54,1,0.487,27,81,0.99043,4.04,0.54,11.4,"0",7,"2"
4,6.2,0.3,0.22,20.2,0.22,27,183,0.99648,3.3,0.29,12.7,"1",7,"2"
0,17.7,0.2,0.86,1.25,0.034,229,76,0.99799,2.89,0.48,4.5,"1",9,"0"
0,9.8,0.24,0.36,2.4,0.11,165,38,0.97543,3.24,1.74,9.5,"0",10,"0"
3,13.2,0.24,3.12,80.3,0.035,60,140,0.95411,2.8,0.44,9.6,"-1",6,"1"
6,17.1,0.23,0.39,27.85,0.04,28,89,0.9911,2.21,0.4,11.4,"1",7,"2"
0,8.8,0.29,0.49,5.5,0.053,47,319,0.95178,3.02,0.61,8.9,"0",7,"0"
3,6.7,0.68,1.55,11.5,0.169,26,138,0.9954,4.07,1.13,9.6,"0",7,"2"
0,15.3,0.34,0.49,1.4,0.075,23,99,0.99543,3.13,0.74,16.8,"1",13,"0"
0,4.3,0.415,0.19,1.6,0.039,27,314,1.04133,2.99,1.14,15.2,"-1",6,"0"
6,5.1,0.18,3.19,1.6,0.027,35,89,0.9893,3.51,0.38,12.5,"1",6,"2"
3,6.7,2.93,0.51,8,0.062,50,446,0.99545,3.13,0.5,13.7,"0",7,"2"
2,8.6,0.33,0.94,38.1,0.097,42,231,0.99882,3.17,0.82,16,"-2",9,"1"
3,15.5,1.14,0.3,50.1,0.045,21,436,1.01143,2.05,1.93,6.3,"0",9,"1"
0,6.5,1.29,0.47,3.8,0.047,41,11,0.9958,3.33,2,9.4,"-1",8,"1"
4,6.7,1.02,0.39,52.8,0.334,35,535,0.99628,1.37,0.91,9.4,"1",8,"3"
4,6.6,0.47,0.8,20.1,0.047,63,60,0.9958,3.2,0.54,9.1,"1",7,"1"
4,12,0.48,0.61,2.4,0.077,6,456,0.9863,1.97,1.49,13.1,"1",11,"2"
3,0.1,0.505,0.49,9.9,0.869,522,165,0.95268,3.08,0.54,5.2,"-1",7,"1"
5,5.1,0.32,1.58,2.3,0.036,40,110,0.98944,3.55,0.94,12,"1",6,"3"
5,17.2,0.22,0.41,8.1,0.046,73,90,0.94958,3.94,1.23,15.4,"1",7,"2"
4,11.1,0.07,0.41,65,0.029,48,87,1.02422,3.05,2.21,12.6,"-1",8,"2"
4,4.8,0.25,0.31,2.3,0.634,32,98,0.98662,2.22,1.68,9.4,"0",8,"3"
0,13.4,0.5,0.52,1.5,0.253,177,122,0.94791,3.31,0.77,11.2,"-1",12,"0"
6,0.4,0.5,0.49,53.9,0.118,51,500,0.9926,4.36,0.27,12.7,"0",9,"4"
0,8.7,0.73,1.67,14.1,0.261,61,341,0.9976,3.07,0.69,4.9,"1",10,"0"
0,13.8,1.55,1.3,44.1,0.234,121,354,0.98871,3.72,0.56,9.2,"-1",13,"0"
6,8.7,0.23,0.39,55.7,0.215,58,65,1.01668,4.3,1.8,12.7,"1",8,"2"
0,8.3,0.46,0.29,2.1,0.226,261,72,0.99645,3.39,0.68,14.1,"1",8,"0"
4,7.1,1.15,0.39,15.25,0.048,89,545,1.03114,3.36,1.12,9.1,"0",8,"3"
7,16.4,0.03,1.04,1.6,0.039,46,296,0.98957,3.33,0.46,11.4,"2",7,"2"
5,13.9,0.16,0.2,1.1,0.13,90,321,0.9927,3.12,0.52,8.6,"0",7,"1"
4,8.9,0.27,1.19,79.5,0.398,65,178,0.99808,3.17,0.64,10.6,"0",8,"0"
7,7,0.13,0.66,5.1,0.094,274,127,0.99118,3.08,1.41,8.2,"1",8,"4"
0,10.3,0.45,0.53,31.2,0.286,23,321,0.9978,3.28,0.55,16.2,"1",10,"0"
5,6.6,1.43,0.34,33.3,0.484,45,79,0.98949,3.46,0.5,5.5,"1",7,"3"
5,4,0.265,0.19,28.6,0.363,170,123,0.99704,2.69,0.49,11.8,"1",6,"4"
3,18.8,0.22,0.49,9.9,0.037,53,241,0.9951,1.82,0.66,10.6,"-1",9,"2"
6,11.9,0.41,0.34,43.2,0.049,149,501,0.99469,2.91,0.25,16,"2",7,"3"
0,6.9,1.5,0.26,2.5,0.097,250,31,0.94366,3.27,0.92,3.6,"0",10,"1"
4,11,0.25,0.24,5.2,0.052,57,354,0.94674,3.16,2.2,10.7,"-1",7,"2"
4,6.6,0.74,0.08,38.1,0.07,44,26,0.99358,4.44,3.25,12.5,"-1",7,"2"
7,16,0.28,0.34,18,0.056,189,148,0.9912,3.32,0.59,16.1,"1",7,"3"
5,11.5,0.28,0.44,64.1,0.231,8,70,0.9899,3.66,0.46,12.1,"1",8,"3"
4,8,0.22,0.32,10.4,0.044,71,201,0.89754,3.11,0.53,9.5,"0",9,"2"
1,6.9,0.79,0.32,5,0.561,37,208,0.99625,3.09,0.49,6.2,"-2",8,"2"
0,9.1,1.22,0.55,36.6,0.136,24,138,0.99752,3.35,0.85,10,"0",11,"0"
5,7.3,0.32,0.35,18.3,0.526,29,95,0.992,3.12,0.38,10.7,"1",9,"3"
0,7.1,0.3,0.32,4.5,0.078,40,98,0.9898,3.42,0.66,15,"1",5,"0"
4,6.9,0.22,0.32,9.3,0.351,22,110,1.04244,1.64,0.54,10.7,"-1",7,"0"
0,6.9,0.54,0.57,2.4,0.244,38,214,0.99356,3.33,0.84,9.5,"0",9,"0"
4,4.8,0.26,0.37,48.9,0.043,42,319,0.9977,2.43,0.72,5.3,"1",8,"2"
4,6.5,1.41,0.38,7.2,0.474,41,210,1.01481,4.37,0.5,9.6,"1",7,"3"
0,7.1,0.69,0.57,1.9,0.077,163,10,1.08605,3.35,0.6,9.7,"1",8,"0"
0,7.4,0.32,0.21,2.3,0.146,23,58,0.99633,3.42,0.89,10.6,"-1",7,"0"
0,14.7,0.12,0.29,3.75,0.039,41,100,0.99564,2.51,0.49,9.8,"0",7,"0"
2,8,0.07,0.39,1.2,0.05,11.5,121,1.01789,3.24,0.69,9.5,"0",9,"1"
6,7.1,0.33,0.08,32.2,0.029,39,128,0.99272,3.37,0.41,13.8,"1",8,"2"
3,9.9,0.22,0.28,2.2,0.504,24,142,0.9917,4.4,1.1,10.5,"-1",7,"1"
4,6.9,0.35,0.26,11.95,0.054,182,111,0.99687,3.11,0.29,9.7,"1",8,"2"
3,14,1.03,0.47,2,0.583,19,192,1.00405,3.3,0.48,7.7,"0",9,"0"
4,12.3,0.26,0.24,4.9,0.162,25,123,0.98001,3.11,0.48,8.6,"0",7,"2"
4,7.1,0.26,1.05,14.45,0.039,57,123,1.0007,2.96,2.07,9.2,"0",8,"2"
5,7.4,0.28,1.38,18.8,0.051,95,126,1.03294,2.98,1.69,9.7,"1",8,"2"
1,6.9,1.73,0.66,22.7,0.053,169,121,0.993,2.43,0.7,11.4,"-2",7,"2"
5,17.2,0.21,0.44,8.1,0.047,255,114,1.04098,4.25,1.9,10.8,"1",8,"3"
5,7.6,1.58,0,6.3,0.25,126,101,0.9924,2,1.26,5.2,"0",8,"3"
6,7.4,0.19,0.27,15.5,0.385,25,135,1.04011,4.12,1.33,3.3,"1",8,"3"
0,8.6,0.16,0.79,46.6,0.043,227,302,0.97636,3.08,0.51,6.9,"0",9,"0"
4,6.4,1.29,1.36,10.3,0.623,137,138,0.94667,3.62,2.11,11.5,"-1",7,"2"
5,8.4,0.16,0.34,12.15,0.043,37,89,1.0283,2.85,0.5,10.8,"1",9,"3"
5,7.2,0.18,0.32,46.1,0.039,29,38,1.03643,3.11,0.45,6.1,"0",7,"4"
4,14.3,0.21,0.34,1.4,0.009,199,112,0.99091,2.97,1.38,11,"0",7,"2"
3,0.5,0.3,0.41,20.8,0.039,48,269,0.99052,2.69,0.65,9.7,"0",7,"1"
0,9.1,1.57,0.49,34.6,0.094,38,95,1.03671,3.08,0.59,9.1,"-1",10,"0"
4,5.9,0.31,1.65,2.2,0.058,134,167,0.9926,3.37,1.69,14,"0",7,"0"
5,14.9,0.18,0.28,6,0.046,345,263,1.00682,3.11,0.45,10.9,"0",7,"3"
4,7.8,0.445,0.56,7.7,0.04,8,140,0.94728,4.17,0,15.3,"1",9,"1"
4,7.2,1.04,0.35,41.5,0.416,254,143,1.02985,3.05,0.65,8.9,"0",8,"0"
0,1.7,0.37,1.35,32.5,0.043,15,395,0.9936,3.08,0.65,14.4,"-2",8,"0"
3,17.3,0.33,0.14,4.8,0.052,27,191,1.01384,3.21,0.48,9.4,"0",7,"3"
5,7.1,0.19,0.27,38.7,0.083,26,260,1.04211,2.52,0.42,11.5,"0",8,"3"
7,8.5,0.3,0.32,57,0.045,31,135,1.04331,3.09,0.33,7.5,"1",8,"4"
1,6.2,1.17,0.35,42.8,0.051,24,111,0.96568,2.76,2.04,11,"-1",7,"0"
5,6.9,0.41,0.72,1.15,0.056,160,513,0.97384,3.37,0.38,11.4,"2",7,"3"
2,6.9,0.18,1.26,8.1,1.172,44,242,1.04253,3.11,0.54,11.3,"-2",7,"0"
4,7.8,0.41,0.27,42.8,0.629,189,472,0.99672,1.77,0.41,14.4,"0",7,"1"
5,6.5,1.08,0.32,34.9,0.043,62,128,1.04402,3.18,0.91,9.6,"1",7,"4"
2,6.5,0.24,0.34,54.2,0.041,68,200,1.00758,5.13,0.41,16.7,"-1",7,"1"
4,2.7,0.52,0.44,24.9,0.047,93,215,0.99542,3.19,0.48,15.8,"0",7,"2"
4,7.3,0.56,0.28,6.8,0.303,55,463,0.99695,3.32,0.58,3,"0",8,"2"
6,5.7,2.57,0.13,70.9,0.025,54,134,0.96924,3.33,1.32,13.5,"2",6,"1"
5,8.8,0.27,0.33,33.3,0.1,306,27,1.04393,3.15,0.69,13.8,"1",9,"4"
2,7.5,0.3,0.24,10.9,0.038,133,124,0.9948,3.3,0.55,13.3,"-1",7,"2"
4,9.4,0.93,0.93,4.45,0.149,33,182,0.9924,2.6,0.48,10.2,"0",9,"2"
4,3.9,1.1,0.68,1.5,0.05,31,375,0.9946,3.32,1.25,14.9,"0",8,"1"
2,27.8,0.2,0.38,3.8,0.089,51,115,1.0004,3.34,1.82,6.9,"-2",9,"0"
5,5.9,0.42,0.34,2.4,0.034,165,77,0.99184,4.33,0.01,10.9,"2",7,"4"
0,6.9,0.19,0.99,8.45,0.432,49,108,0.9932,3.2,0,16.8,"0",8,"0"
0,8,0.5,2.1,2.9,0.411,5,339,1.0002,3.19,0.44,9.5,"1",13,"2"
4,9.1,0.22,1.24,1.9,0.661,59,332,0.99774,2.25,0.62,12.5,"0",10,"2"
6,10.5,0.33,1.74,8.15,0.039,215,498,0.99678,3.38,0.78,10.3,"1",7,"4"
5,0.1,0.34,0.27,1.5,0.38,35,241,0.93739,4.25,0.3,10.6,"1",7,"3"
4,9.4,1.35,2.04,1.2,0.06,299,97,1.04326,4.38,0.28,12.5,"0",10,"0"
1,5.6,0.27,0.69,23.2,0.308,12,232,1.02435,3.06,0.47,9.7,"-2",8,"1"
6,13.1,1.35,1.34,1.7,0.035,204,136,0.9414,3.11,0.4,12.6,"1",7,"2"
3,6.5,0.25,0.39,2,0.05,113,100,0.96975,1.84,0.52,10.9,"0",9,"3"
3,6.6,0.43,0.49,6,0.551,169,154,0.9934,3.08,0.45,5.5,"0",7,"2"
3,15.6,1.075,0.19,58.7,0.37,26,331,0.98977,3.34,0.56,10,"0",8,"1"
3,5,0.75,0.25,2,0.038,50,789,0.95487,3.39,1.47,14.3,"-1",6,"2"
5,6.7,0.62,0.36,47.1,0.051,58,402,0.99042,3.48,0.72,12,"2",8,"3"
3,6.1,0.28,0.43,8,0.048,288,355,0.99498,4.33,0.52,4.6,"0",7,"0"
5,6.3,0.25,0.54,4.1,0.432,162,116,0.994,3.51,0.38,9.4,"1",7,"3"
3,6,2.3,0.32,18.2,0.256,36,242,0.99215,2.7,1.67,10.8,"-1",7,"0"
4,7.4,0.36,0.49,1.1,0.063,33,156,0.992,3.84,0.54,10.1,"0",8,"2"
0,7.1,0.34,0.32,2.2,0.231,32,59,0.99617,2.35,3.67,12,"-2",10,"1"
4,7.2,0.65,0.49,2.3,0.045,5,257,0.96602,3.96,0.84,10.5,"1",8,"1"
0,10.5,1.66,0.53,10.05,0.429,47,46,0.99375,3.33,0.43,11.2,"0",6,"0"
0,6.2,0.33,0.2,18.1,0.048,23,158,1.02884,3.15,0.5,7.2,"-1",7,"0"
5,14.5,0.25,0.49,62.4,0.082,50,421,0.9995,3.03,0.45,9.2,"1",9,"2"
5,6.2,0.3,0.52,6,0.614,28,106,0.988315,3.5,0.57,20,"1",7,"2"
0,0.4,0.33,0.14,8.1,0.416,101,16,0.9911,3.32,0.27,12.1,"0",7,"1"
4,7.2,0.28,0.42,14.3,0.045,54,213,1.01214,3.18,1.2,9.2,"1",8,"0"
0,6.8,0.63,0.17,2.9,0.099,163,312,1.00842,3.31,0.52,6.3,"1",9,"0"
5,9.6,0.22,0.85,9.7,0.067,211,149,0.9965,3.08,0.64,8.4,"1",8,"3"
4,9.6,0.92,0.33,2.4,0.087,19,115,0.99045,2.77,0.44,9.4,"0",11,"2"
4,17,0.42,0.89,7.1,0.046,37,172,1.02855,4.29,0.64,15.9,"0",7,"3"
0,6.5,0.5,0.33,2.2,0.051,47,131,0.95054,5.09,1.52,4.1,"0",7,"0"
4,10.6,0.55,0.36,7,0.036,43,106,0.99573,3.04,0.32,17.7,"1",8,"3"
0,9.4,0.66,0.63,2.8,0.092,267,96,1.01471,3.19,0.48,10,"1",10,"0"
3,8,0.27,0.22,1.2,0.018,281,499,0.97664,3.87,0.9,10.3,"-1",6,"1"
4,4,0.84,0.35,2.6,0.431,33,70,0.99146,3.22,0.46,11.3,"0",7,"1"
